GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
12/16/20,1610612756,1610612747,2020,107,0.407,0.8,0.31,26,45,112,0.476,0.75,0.4,20,47,0
12/15/20,1610612755,1610612738,2020,108,0.471,0.75,0.241,23,42,99,0.434,0.727,0.282,19,42,1
12/15/20,1610612745,1610612759,2020,112,0.44,0.654,0.333,23,51,98,0.429,0.593,0.323,23,43,1
12/15/20,1610612758,1610612744,2020,114,0.467,0.577,0.357,23,49,113,0.427,0.621,0.302,28,53,1
12/14/20,1610612739,1610612754,2020,116,0.514,0.811,0.375,24,52,106,0.451,0.538,0.425,26,33,1
12/14/20,1610612766,1610612761,2020,109,0.457,0.719,0.333,33,38,112,0.476,0.739,0.341,23,37,0
12/14/20,1610612748,1610612740,2020,92,0.427,0.818,0.283,26,35,114,0.447,0.839,0.316,20,51,0
12/14/20,1610612749,1610612742,2020,112,0.5,0.609,0.364,29,42,128,0.463,0.692,0.478,22,49,0
12/14/20,1610612750,1610612763,2020,104,0.402,0.719,0.275,20,47,123,0.5,0.645,0.333,29,51,0
12/14/20,1610612762,1610612756,2020,111,0.427,0.854,0.308,18,54,92,0.42,0.667,0.286,16,37,1
12/13/20,1610612737,1610612753,2020,116,0.427,0.676,0.395,27,61,107,0.402,0.667,0.306,23,52,1
12/13/20,1610612751,1610612764,2020,119,0.514,0.644,0.467,23,41,114,0.433,0.727,0.378,26,47,1
12/13/20,1610612765,1610612752,2020,99,0.421,0.676,0.343,23,42,91,0.393,0.654,0.242,19,48,1
12/13/20,1610612741,1610612745,2020,104,0.394,0.696,0.35,26,57,91,0.345,0.864,0.255,15,47,1
12/13/20,1610612747,1610612746,2020,131,0.568,0.677,0.72,28,45,106,0.464,0.708,0.314,27,34,1
12/13/20,1610612757,1610612758,2020,106,0.4,0.815,0.4,19,42,121,0.432,0.775,0.286,27,50,0
12/12/20,1610612766,1610612761,2020,100,0.395,0.634,0.345,24,54,111,0.411,0.643,0.365,27,46,0
12/12/20,1610612739,1610612754,2020,107,0.494,0.625,0.31,20,48,104,0.425,0.7,0.341,26,38,1
12/12/20,1610612759,1610612760,2020,108,0.376,0.68,0.395,23,45,121,0.489,0.9,0.548,21,58,0
12/12/20,1610612749,1610612742,2020,102,0.404,0.85,0.237,24,53,112,0.414,0.867,0.395,27,51,0
12/12/20,1610612750,1610612763,2020,105,0.395,0.75,0.371,17,51,107,0.426,0.696,0.275,30,49,0
12/12/20,1610612744,1610612743,2020,107,0.438,0.743,0.275,25,39,105,0.43,0.72,0.28,20,48,1
12/12/20,1610612762,1610612756,2020,119,0.5,0.741,0.415,21,45,105,0.433,0.81,0.345,22,48,1
12/11/20,1610612737,1610612753,2020,112,0.37,0.829,0.313,20,61,116,0.457,0.69,0.286,26,49,0
12/11/20,1610612765,1610612752,2020,84,0.325,0.88,0.256,17,41,90,0.458,0.474,0.217,23,54,0
12/11/20,1610612741,1610612745,2020,104,0.413,0.73,0.324,20,56,125,0.434,0.714,0.462,25,47,0
12/11/20,1610612747,1610612746,2020,87,0.357,0.8,0.318,15,46,81,0.357,0.647,0.278,15,55,1
12/11/20,1610612757,1610612758,2020,127,0.511,0.727,0.5,22,55,102,0.368,0.727,0.32,24,44,1
10/11/20,1610612748,1610612747,2019,93,0.443,0.591,0.357,25,41,106,0.483,0.643,0.314,23,46,0
10/9/20,1610612747,1610612748,2019,108,0.463,0.857,0.368,21,41,111,0.458,0.955,0.424,26,35,0
10/6/20,1610612748,1610612747,2019,96,0.427,0.808,0.344,18,39,102,0.443,0.857,0.359,25,42,0
10/4/20,1610612748,1610612747,2019,115,0.513,0.913,0.353,25,37,104,0.43,0.759,0.333,23,43,1
10/2/20,1610612747,1610612748,2019,124,0.505,0.588,0.34,32,44,114,0.507,0.912,0.407,29,37,1
9/30/20,1610612747,1610612748,2019,116,0.452,0.926,0.395,26,54,98,0.427,0.786,0.314,23,36,1
9/27/20,1610612748,1610612738,2019,125,0.563,0.846,0.481,30,40,113,0.434,0.8,0.326,26,42,1
9/26/20,1610612747,1610612743,2019,117,0.545,0.828,0.375,24,43,107,0.422,0.885,0.267,23,36,1
9/25/20,1610612738,1610612748,2019,121,0.452,0.862,0.316,29,50,108,0.453,0.793,0.194,27,38,1
9/24/20,1610612743,1610612747,2019,108,0.506,0.87,0.357,22,33,114,0.475,0.8,0.333,23,41,0
9/23/20,1610612748,1610612738,2019,112,0.429,0.889,0.27,20,40,109,0.476,0.81,0.35,28,46,1
9/22/20,1610612743,1610612747,2019,114,0.548,0.793,0.379,26,44,106,0.518,0.636,0.231,27,25,1
9/20/20,1610612747,1610612743,2019,105,0.446,0.947,0.361,23,44,103,0.473,0.758,0.333,22,31,1
9/19/20,1610612748,1610612738,2019,106,0.388,0.824,0.273,21,42,117,0.482,0.867,0.346,27,50,0
9/18/20,1610612747,1610612743,2019,126,0.53,0.73,0.423,33,34,114,0.494,0.821,0.346,23,37,1
9/17/20,1610612738,1610612748,2019,101,0.5,0.792,0.357,19,41,106,0.444,0.857,0.326,27,38,0
9/15/20,1610612738,1610612748,2019,114,0.443,0.913,0.357,24,37,117,0.471,0.75,0.444,32,41,0
9/15/20,1610612746,1610612743,2019,89,0.378,0.75,0.257,21,37,104,0.494,0.938,0.351,22,53,0
9/13/20,1610612743,1610612746,2019,111,0.541,0.704,0.48,26,41,98,0.41,0.889,0.37,20,37,1
9/12/20,1610612747,1610612745,2019,119,0.527,0.759,0.514,25,50,96,0.371,0.708,0.265,18,31,1
9/11/20,1610612746,1610612743,2019,105,0.42,0.882,0.381,22,41,111,0.481,0.84,0.444,20,44,0
9/11/20,1610612761,1610612738,2019,87,0.413,0.895,0.286,17,44,92,0.407,0.565,0.237,19,44,0
9/10/20,1610612745,1610612747,2019,100,0.431,0.769,0.424,24,26,110,0.489,0.938,0.3,30,52,0
9/9/20,1610612738,1610612761,2019,122,0.44,0.833,0.413,32,58,125,0.436,0.72,0.404,22,46,0
9/9/20,1610612743,1610612746,2019,85,0.397,0.846,0.333,19,38,96,0.418,0.733,0.286,19,41,0
9/8/20,1610612749,1610612748,2019,94,0.363,0.731,0.273,20,41,103,0.479,0.917,0.355,21,48,0
9/8/20,1610612745,1610612747,2019,102,0.469,1,0.4,23,30,112,0.551,0.696,0.333,25,43,0
9/7/20,1610612761,1610612738,2019,89,0.388,0.846,0.3,19,36,111,0.494,0.889,0.324,23,45,0
9/7/20,1610612743,1610612746,2019,107,0.468,0.8,0.324,32,36,113,0.547,0.769,0.355,23,41,0
9/6/20,1610612748,1610612749,2019,115,0.444,0.9,0.362,33,41,118,0.489,0.773,0.314,25,46,0
9/6/20,1610612747,1610612745,2019,117,0.566,0.611,0.444,30,41,109,0.449,0.739,0.415,22,35,1
9/5/20,1610612738,1610612761,2019,93,0.44,0.741,0.2,18,45,100,0.395,0.789,0.386,23,41,0
9/5/20,1610612746,1610612743,2019,101,0.409,0.69,0.281,20,52,110,0.451,0.765,0.375,18,45,0
9/4/20,1610612748,1610612749,2019,115,0.449,0.794,0.383,27,49,100,0.42,0.714,0.297,23,44,1
9/4/20,1610612747,1610612745,2019,97,0.422,0.842,0.289,18,41,112,0.481,0.741,0.359,19,41,0
9/3/20,1610612738,1610612761,2019,103,0.47,0.762,0.31,21,44,104,0.466,0.563,0.325,23,39,0
9/3/20,1610612746,1610612743,2019,120,0.571,0.824,0.417,23,45,97,0.422,0.667,0.25,20,40,1
9/2/20,1610612749,1610612748,2019,114,0.435,0.846,0.28,16,50,116,0.457,0.781,0.378,22,38,0
9/2/20,1610612745,1610612760,2019,104,0.398,0.895,0.347,18,44,102,0.461,0.762,0.471,24,46,1
9/1/20,1610612761,1610612738,2019,99,0.4,0.842,0.275,25,41,102,0.421,0.92,0.395,18,44,0
9/1/20,1610612743,1610612762,2019,80,0.373,0.769,0.258,21,46,78,0.38,0.667,0.235,16,48,1
8/31/20,1610612749,1610612748,2019,104,0.493,0.538,0.457,22,34,115,0.464,0.926,0.387,21,46,0
8/31/20,1610612760,1610612745,2019,104,0.427,0.889,0.333,17,51,100,0.452,0.75,0.341,19,41,1
8/30/20,1610612761,1610612738,2019,94,0.369,0.759,0.25,22,40,112,0.47,0.81,0.436,25,50,0
8/30/20,1610612742,1610612746,2019,97,0.422,0.588,0.297,20,42,111,0.484,0.923,0.379,22,52,0
8/30/20,1610612762,1610612743,2019,107,0.453,0.7,0.5,20,30,119,0.549,0.885,0.5,22,43,0
8/29/20,1610612749,1610612753,2019,118,0.455,0.815,0.356,27,56,104,0.394,0.714,0.366,22,47,1
8/29/20,1610612745,1610612760,2019,114,0.43,0.643,0.396,28,55,80,0.315,0.652,0.152,11,58,1
8/29/20,1610612747,1610612757,2019,131,0.545,0.808,0.389,27,41,122,0.473,0.808,0.481,20,43,1
8/25/20,1610612743,1610612762,2019,117,0.506,0.938,0.457,22,38,107,0.5,0.813,0.471,23,35,1
8/25/20,1610612746,1610612742,2019,154,0.631,0.765,0.629,28,49,111,0.447,0.697,0.324,19,31,1
8/24/20,1610612753,1610612749,2019,106,0.414,0.8,0.4,26,43,121,0.495,0.667,0.415,29,49,0
8/24/20,1610612760,1610612745,2019,117,0.488,0.786,0.344,16,46,114,0.451,0.9,0.397,25,40,1
8/24/20,1610612748,1610612754,2019,99,0.44,0.786,0.267,24,60,87,0.413,0.636,0.378,20,34,1
8/24/20,1610612757,1610612747,2019,115,0.449,0.742,0.429,20,42,135,0.563,0.667,0.436,29,41,0
8/23/20,1610612755,1610612738,2019,106,0.427,0.794,0.265,12,39,110,0.463,0.759,0.343,19,42,0
8/23/20,1610612742,1610612746,2019,135,0.5,0.75,0.361,20,54,133,0.464,0.906,0.368,19,41,1
8/23/20,1610612751,1610612761,2019,122,0.398,0.758,0.38,21,44,150,0.554,0.727,0.468,39,57,0
8/23/20,1610612762,1610612743,2019,129,0.575,0.861,0.483,14,37,127,0.49,0.923,0.386,25,40,1
8/22/20,1610612753,1610612749,2019,107,0.452,0.857,0.487,24,35,121,0.561,0.706,0.459,27,43,0
8/22/20,1610612748,1610612754,2019,124,0.453,0.827,0.394,23,46,115,0.488,0.75,0.364,23,37,1
8/22/20,1610612760,1610612745,2019,119,0.446,0.676,0.341,20,54,107,0.413,0.696,0.3,14,46,1
8/22/20,1610612757,1610612747,2019,108,0.411,0.947,0.343,17,38,116,0.5,0.651,0.333,26,55,0
8/21/20,1610612751,1610612761,2019,92,0.333,0.727,0.314,24,42,117,0.505,0.636,0.474,35,56,0
8/21/20,1610612762,1610612743,2019,124,0.512,0.769,0.486,27,50,87,0.375,0.818,0.316,20,45,1
8/21/20,1610612755,1610612738,2019,94,0.295,0.853,0.231,14,57,102,0.414,0.917,0.258,15,45,0
8/21/20,1610612742,1610612746,2019,122,0.506,0.708,0.395,27,42,130,0.522,0.815,0.412,24,44,0
8/20/20,1610612754,1610612748,2019,100,0.444,0.8,0.353,25,38,109,0.474,0.679,0.514,27,41,0
8/20/20,1610612745,1610612760,2019,111,0.418,0.889,0.339,21,41,98,0.443,0.895,0.344,15,48,1
8/20/20,1610612749,1610612753,2019,111,0.472,0.75,0.366,26,57,96,0.348,0.871,0.212,18,42,1
8/20/20,1610612747,1610612757,2019,111,0.478,0.9,0.368,26,50,88,0.4,0.75,0.276,14,41,1
8/19/20,1610612761,1610612751,2019,104,0.437,0.679,0.257,22,44,99,0.388,0.704,0.341,25,46,1
8/19/20,1610612743,1610612762,2019,105,0.457,0.783,0.481,22,41,124,0.517,0.824,0.455,32,36,0
8/19/20,1610612738,1610612755,2019,128,0.512,0.724,0.442,20,43,101,0.418,0.811,0.238,21,38,1
8/19/20,1610612746,1610612742,2019,114,0.44,0.769,0.294,16,47,127,0.5,0.703,0.448,25,49,0
8/18/20,1610612749,1610612753,2019,110,0.433,0.643,0.333,28,47,122,0.494,0.947,0.39,29,48,0
8/18/20,1610612754,1610612748,2019,101,0.474,0.864,0.417,22,37,113,0.494,0.8,0.371,22,35,0
8/18/20,1610612745,1610612760,2019,123,0.483,0.895,0.385,25,36,108,0.44,0.84,0.371,22,46,1
8/18/20,1610612747,1610612757,2019,93,0.351,0.645,0.156,22,55,100,0.392,0.758,0.382,18,50,0
8/17/20,1610612743,1610612762,2019,135,0.516,0.833,0.537,23,41,125,0.474,0.739,0.34,18,52,1
8/17/20,1610612761,1610612751,2019,134,0.471,0.97,0.5,26,47,110,0.467,0.688,0.31,33,45,1
8/17/20,1610612738,1610612755,2019,109,0.422,0.885,0.323,22,43,101,0.463,0.783,0.333,23,50,1
8/17/20,1610612746,1610612742,2019,118,0.474,0.75,0.342,18,45,110,0.457,0.875,0.349,18,41,1
8/15/20,1610612757,1610612763,2019,126,0.452,0.854,0.375,20,39,122,0.489,0.818,0.56,30,49,1
8/14/20,1610612761,1610612743,2019,117,0.5,0.643,0.514,27,51,109,0.414,0.913,0.421,27,41,1
8/14/20,1610612754,1610612748,2019,109,0.483,0.727,0.395,32,51,92,0.356,0.741,0.263,14,48,1
8/14/20,1610612746,1610612760,2019,107,0.4,0.692,0.324,23,61,103,0.358,0.591,0.318,18,48,1
8/14/20,1610612745,1610612755,2019,96,0.438,0.875,0.25,25,27,134,0.563,0.818,0.474,31,51,0
8/13/20,1610612738,1610612764,2019,90,0.398,0.857,0.229,22,51,96,0.386,0.75,0.385,22,56,0
8/13/20,1610612747,1610612758,2019,122,0.49,0.733,0.429,29,47,136,0.568,0.583,0.447,37,44,0
8/13/20,1610612763,1610612749,2019,119,0.5,0.696,0.394,36,55,106,0.398,0.652,0.317,27,45,1
8/13/20,1610612756,1610612742,2019,128,0.551,0.762,0.412,34,45,102,0.438,0.842,0.308,17,43,1
8/13/20,1610612762,1610612759,2019,118,0.465,0.9,0.326,25,43,112,0.494,0.667,0.5,24,44,1
8/13/20,1610612751,1610612757,2019,133,0.552,0.684,0.424,28,46,134,0.481,0.875,0.333,25,42,0
8/13/20,1610612753,1610612740,2019,133,0.571,0.733,0.536,25,33,127,0.552,0.778,0.294,22,40,1
8/12/20,1610612745,1610612754,2019,104,0.372,0.857,0.281,20,49,108,0.4,0.773,0.355,25,54,0
8/12/20,1610612755,1610612761,2019,121,0.464,0.788,0.425,27,47,125,0.444,0.675,0.419,28,47,0
8/12/20,1610612760,1610612748,2019,116,0.438,0.815,0.381,20,50,115,0.488,0.85,0.333,24,40,1
8/12/20,1610612743,1610612746,2019,111,0.494,0.632,0.371,33,42,124,0.541,0.783,0.378,29,40,0
8/11/20,1610612753,1610612751,2019,96,0.386,0.862,0.304,13,49,108,0.427,0.792,0.302,26,47,0
8/11/20,1610612759,1610612745,2019,123,0.495,0.9,0.406,28,59,105,0.404,0.905,0.292,18,37,1
8/11/20,1610612755,1610612756,2019,117,0.495,0.714,0.455,28,34,130,0.551,0.952,0.429,28,44,0
8/11/20,1610612763,1610612738,2019,107,0.393,0.789,0.241,26,44,122,0.512,0.783,0.432,29,46,0
8/11/20,1610612742,1610612757,2019,131,0.519,0.818,0.455,28,37,134,0.469,0.931,0.395,18,48,0
8/11/20,1610612758,1610612740,2019,112,0.489,0.938,0.423,27,45,106,0.512,0.789,0.292,25,34,1
8/11/20,1610612764,1610612749,2019,113,0.411,0.767,0.343,22,44,126,0.506,0.714,0.474,25,53,0
8/10/20,1610612756,1610612760,2019,128,0.472,0.931,0.5,29,53,101,0.389,0.857,0.333,24,40,1
8/10/20,1610612762,1610612742,2019,114,0.476,0.75,0.457,28,38,122,0.565,0.875,0.5,29,34,0
8/10/20,1610612749,1610612761,2019,106,0.393,0.743,0.326,25,49,114,0.433,0.692,0.3,24,55,0
8/10/20,1610612748,1610612754,2019,114,0.449,0.684,0.325,29,59,92,0.393,0.64,0.286,20,45,1
8/10/20,1610612747,1610612743,2019,124,0.543,0.688,0.483,28,32,121,0.584,0.783,0.565,27,35,1
8/9/20,1610612760,1610612764,2019,121,0.512,0.773,0.462,25,43,103,0.413,0.818,0.25,23,44,1
8/9/20,1610612761,1610612763,2019,108,0.479,0.758,0.385,25,40,99,0.407,0.688,0.333,24,42,1
8/9/20,1610612740,1610612759,2019,113,0.438,0.773,0.4,30,48,122,0.449,0.969,0.393,22,51,0
8/9/20,1610612738,1610612753,2019,122,0.441,0.833,0.3,32,54,119,0.402,0.846,0.319,24,52,1
8/9/20,1610612757,1610612755,2019,124,0.473,0.931,0.314,19,41,121,0.485,0.765,0.467,24,48,1
8/9/20,1610612758,1610612745,2019,112,0.471,0.87,0.27,29,41,129,0.473,0.833,0.316,21,48,0
8/9/20,1610612746,1610612751,2019,120,0.484,0.85,0.361,23,39,129,0.553,0.789,0.465,32,46,0
8/8/20,1610612757,1610612746,2019,117,0.489,0.706,0.395,24,41,122,0.494,0.821,0.441,24,45,0
8/8/20,1610612743,1610612762,2019,134,0.472,0.767,0.243,29,52,132,0.448,0.727,0.4,34,51,1
8/8/20,1610612754,1610612747,2019,116,0.524,0.929,0.455,25,42,111,0.42,0.737,0.333,20,44,1
8/8/20,1610612748,1610612756,2019,112,0.488,0.864,0.306,28,37,119,0.478,0.95,0.375,27,52,0
8/8/20,1610612742,1610612749,2019,136,0.417,0.92,0.321,37,54,132,0.475,0.676,0.341,26,55,1
8/7/20,1610612759,1610612762,2019,119,0.506,0.769,0.409,27,47,111,0.418,0.792,0.432,25,49,1
8/7/20,1610612763,1610612760,2019,121,0.554,0.9,0.355,24,58,92,0.351,0.733,0.302,19,36,1
8/7/20,1610612751,1610612758,2019,119,0.488,0.643,0.425,30,44,106,0.427,0.75,0.3,19,50,1
8/7/20,1610612755,1610612753,2019,108,0.409,0.727,0.276,19,51,101,0.42,0.76,0.25,17,47,1
8/7/20,1610612740,1610612764,2019,118,0.477,0.846,0.343,25,45,107,0.422,0.913,0.37,22,40,1
8/7/20,1610612761,1610612738,2019,100,0.427,0.824,0.263,20,48,122,0.49,0.75,0.348,27,52,0
8/6/20,1610612758,1610612740,2019,140,0.538,0.727,0.485,26,39,125,0.573,0.739,0.412,31,30,1
8/6/20,1610612749,1610612748,2019,130,0.526,0.868,0.405,27,44,116,0.422,0.926,0.457,28,39,1
8/6/20,1610612756,1610612754,2019,114,0.467,0.95,0.265,27,53,99,0.435,0.789,0.345,20,38,1
8/6/20,1610612742,1610612746,2019,111,0.448,0.762,0.354,24,37,126,0.543,0.8,0.452,22,45,0
8/6/20,1610612743,1610612757,2019,115,0.524,0.765,0.5,30,44,125,0.467,0.8,0.59,30,39,0
8/6/20,1610612745,1610612747,2019,113,0.429,0.87,0.368,26,34,97,0.455,0.694,0.105,18,48,1
8/5/20,1610612762,1610612763,2019,124,0.452,0.909,0.4,25,46,115,0.473,0.72,0.379,21,41,1
8/5/20,1610612764,1610612755,2019,98,0.424,0.792,0.333,17,48,107,0.463,0.69,0.379,27,41,0
8/5/20,1610612759,1610612743,2019,126,0.495,0.852,0.367,29,35,132,0.549,0.857,0.389,31,46,0
8/5/20,1610612747,1610612760,2019,86,0.352,0.655,0.135,17,46,105,0.43,0.889,0.208,17,52,0
8/5/20,1610612753,1610612761,2019,99,0.402,0.692,0.268,26,43,109,0.487,0.7,0.364,25,44,0
8/5/20,1610612738,1610612751,2019,149,0.568,0.829,0.513,29,43,115,0.474,0.81,0.25,23,34,1
8/4/20,1610612749,1610612751,2019,116,0.477,0.652,0.333,28,54,119,0.417,0.75,0.368,30,42,0
8/4/20,1610612758,1610612742,2019,110,0.413,0.667,0.372,26,47,114,0.367,0.78,0.22,22,61,0
8/4/20,1610612746,1610612756,2019,115,0.494,0.852,0.276,21,48,117,0.469,0.714,0.531,25,44,0
8/4/20,1610612754,1610612753,2019,120,0.548,0.789,0.394,29,32,109,0.476,0.826,0.353,21,43,1
8/4/20,1610612748,1610612738,2019,112,0.442,0.744,0.349,22,42,106,0.435,0.815,0.303,15,45,1
8/4/20,1610612757,1610612745,2019,110,0.411,0.69,0.387,18,64,102,0.391,0.625,0.358,24,39,1
8/3/20,1610612748,1610612761,2019,103,0.425,0.938,0.311,29,41,107,0.433,0.917,0.5,19,39,0
8/3/20,1610612760,1610612743,2019,113,0.425,0.774,0.417,20,42,121,0.483,0.769,0.28,23,46,0
8/3/20,1610612764,1610612754,2019,100,0.436,0.538,0.367,30,45,111,0.478,1,0.269,20,45,0
8/3/20,1610612740,1610612763,2019,109,0.451,0.615,0.379,25,49,99,0.398,0.867,0.279,25,43,1
8/3/20,1610612755,1610612759,2019,132,0.529,0.867,0.452,26,35,130,0.495,0.897,0.462,21,44,1
8/3/20,1610612762,1610612747,2019,108,0.446,0.88,0.279,25,42,116,0.5,0.806,0.346,23,38,0
8/2/20,1610612751,1610612764,2019,118,0.422,0.838,0.333,23,48,110,0.455,0.778,0.29,26,46,1
8/2/20,1610612738,1610612757,2019,128,0.545,0.765,0.6,24,36,124,0.5,0.938,0.452,31,35,1
8/2/20,1610612763,1610612759,2019,106,0.462,0.833,0.233,27,39,108,0.419,0.727,0.414,22,49,0
8/2/20,1610612753,1610612758,2019,132,0.524,0.8,0.474,31,46,116,0.495,0.818,0.286,30,39,1
8/2/20,1610612745,1610612749,2019,120,0.396,0.871,0.344,22,36,116,0.489,0.739,0.257,21,65,1
8/2/20,1610612756,1610612742,2019,117,0.452,0.913,0.364,22,49,115,0.409,0.892,0.194,22,49,1
8/1/20,1610612743,1610612748,2019,105,0.438,0.792,0.229,28,38,125,0.556,0.865,0.448,29,38,0
8/1/20,1610612760,1610612762,2019,110,0.532,0.75,0.385,19,47,94,0.391,0.818,0.258,17,35,1
8/1/20,1610612746,1610612740,2019,126,0.425,0.771,0.532,23,48,103,0.447,0.643,0.3,24,48,1
8/1/20,1610612754,1610612755,2019,127,0.505,0.739,0.412,31,34,121,0.495,0.8,0.36,20,55,1
8/1/20,1610612761,1610612747,2019,107,0.417,0.885,0.412,24,51,92,0.354,0.727,0.25,17,40,1
7/31/20,1610612751,1610612753,2019,118,0.484,0.739,0.31,30,39,128,0.529,0.893,0.355,31,42,0
7/31/20,1610612757,1610612763,2019,140,0.538,0.853,0.433,27,42,135,0.452,0.76,0.317,25,39,1
7/31/20,1610612764,1610612756,2019,112,0.462,0.87,0.364,18,36,125,0.525,0.938,0.344,29,37,0
7/31/20,1610612749,1610612738,2019,119,0.464,0.824,0.317,25,47,112,0.407,0.794,0.297,18,48,1
7/31/20,1610612759,1610612758,2019,129,0.533,0.815,0.44,32,42,120,0.484,0.8,0.316,22,42,1
7/31/20,1610612742,1610612745,2019,149,0.476,0.737,0.429,30,55,153,0.515,0.769,0.396,26,43,0
7/30/20,1610612740,1610612762,2019,104,0.426,0.722,0.355,22,45,106,0.44,0.857,0.235,17,43,0
7/30/20,1610612747,1610612746,2019,103,0.39,0.757,0.306,21,45,101,0.432,0.75,0.444,17,36,1
7/28/20,1610612748,1610612763,2019,110,0.429,0.719,0.333,33,43,128,0.469,0.792,0.452,32,54,0
7/28/20,1610612756,1610612761,2019,117,0.429,0.955,0.383,28,35,106,0.45,0.783,0.372,23,46,1
7/28/20,1610612754,1610612759,2019,111,0.448,0.75,0.417,23,49,118,0.484,0.905,0.259,29,48,0
7/28/20,1610612757,1610612760,2019,120,0.489,0.545,0.486,28,47,131,0.517,0.655,0.5,30,41,0
7/28/20,1610612745,1610612738,2019,137,0.462,0.909,0.404,26,48,112,0.466,0.581,0.364,21,48,1
7/28/20,1610612755,1610612742,2019,115,0.368,0.714,0.297,25,67,118,0.402,0.75,0.293,22,56,0
7/27/20,1610612747,1610612764,2019,123,0.494,0.71,0.464,22,47,116,0.461,0.774,0.294,27,42,1
7/27/20,1610612746,1610612758,2019,102,0.359,0.88,0.275,21,47,106,0.407,0.844,0.317,22,51,0
7/27/20,1610612751,1610612762,2019,107,0.457,0.481,0.357,27,45,112,0.447,0.719,0.371,18,54,0
7/27/20,1610612743,1610612753,2019,110,0.539,0.64,0.429,26,46,114,0.449,0.667,0.486,30,42,0
7/27/20,1610612749,1610612740,2019,103,0.395,0.763,0.263,18,51,124,0.457,0.793,0.362,22,39,0
7/26/20,1610612760,1610612755,2019,102,0.38,0.656,0.289,22,59,97,0.383,0.556,0.357,27,56,1
7/26/20,1610612738,1610612756,2019,117,0.488,0.645,0.394,21,48,103,0.389,0.793,0.263,23,50,1
7/26/20,1610612742,1610612754,2019,111,0.433,0.692,0.395,27,44,118,0.484,0.857,0.258,26,52,0
7/26/20,1610612761,1610612757,2019,110,0.386,0.694,0.386,23,54,104,0.419,0.735,0.25,22,50,1
7/26/20,1610612763,1610612745,2019,104,0.386,0.778,0.242,21,51,119,0.427,0.808,0.431,25,48,0
7/25/20,1610612753,1610612747,2019,112,0.343,0.841,0.179,21,45,119,0.569,0.778,0.45,24,49,0
7/25/20,1610612758,1610612749,2019,123,0.408,0.885,0.333,23,42,131,0.488,0.795,0.444,29,54,0
7/25/20,1610612762,1610612748,2019,101,0.444,0.789,0.35,25,47,99,0.414,0.8,0.256,28,42,1
