job,jobcen,fem,phd,ment,fel,art,cit
0,1,0,1.75999999046326,54,0,5,15
0,1,0,4.28999996185303,18,0,1,0
0,1,1,2.25999999046326,15,0,1,6
0,1,0,3.03999996185303,0.999999940395355,1,2,12
0,1,1,3.58999991416931,0.999999940395355,1,1,2
0,1,1,4.28999996185303,12,0,0,0
0,1,0,3.15000009536743,27,0,1,0
0,1,1,2.11999988555908,0,1,3,6
0,1,0,3.15000009536743,16.9999980926514,0,0,0
0,1,1,3.75,108,0,0,0
0,1,0,1.66999995708466,18,1,0,0
0,1,1,4.6399998664856,1.99999988079071,1,0,0
0,1,1,4.53999996185303,22.9999980926514,0,1,5
0,1,0,4.1399998664856,7.99999809265137,0,0,0
1.10000002384186,1.10000002384186,0,1.67999994754791,3,1,0,0
1.10000002384186,1.10000002384186,1,1.22000002861023,4.99999809265137,0,0,0
1.20000004768372,1.20000004768372,1,2.25,19,0,1,2
1.20000004768372,1.20000004768372,1,1,0,0,1,0
1.22000002861023,1.22000002861023,0,2.60999989509583,3.99999904632568,0,1,2
1.28999996185303,1.28999996185303,0,1.79999995231628,3.99999904632568,1,6,60
1.32000005245209,1.32000005245209,0,2.54999995231628,112.999984741211,0,4,4
1.39999997615814,1.39999997615814,0,2.96000003814697,7.99999809265137,0,1,0
1.39999997615814,1.39999997615814,0,1.39999997615814,45.9999923706055,1,4,15
1.39999997615814,1.39999997615814,1,3.51999998092651,0.999999940395355,1,2,4
1.39999997615814,1.39999997615814,0,2.85999989509583,87,0,4,47
1.39999997615814,1.39999997615814,0,4.28999996185303,45.9999923706055,1,1,2
1.44000005722046,1.44000005722046,0,1.22000002861023,0,0,1,2
1.47000002861023,1.47000002861023,0,3.20000004768372,39,1,3,77
1.47000002861023,1.47000002861023,1,2.75999999046326,3,0,0,0
1.47000002861023,1.47000002861023,1,1.17999994754791,0,0,3,1
1.47000002861023,1.47000002861023,0,3.20000004768372,39,1,3,77
1.48000001907349,1.48000001907349,0,2.39000010490417,12.9999990463257,0,0,0
1.48000001907349,1.48000001907349,0,2.55999994277954,4.99999809265137,1,5,23
1.5,1.5,0,4.28999996185303,9,0,0,0
1.52999997138977,1.52999997138977,1,1.25,9.99999904632568,0,1,0
1.52999997138977,1.52999997138977,0,2.09999990463257,0,0,1,1
1.52999997138977,1.52999997138977,0,3.51999998092651,25.9999980926514,1,0,0
1.52999997138977,1.52999997138977,0,2.39000010490417,0,1,0,0
1.52999997138977,1.52999997138977,0,4.28999996185303,10.9999980926514,1,5,82
1.52999997138977,1.52999997138977,0,1.25,0.999999940395355,0,5,14
1.55999994277954,1.55999994277954,0,2.72000002861023,3.99999904632568,1,0,0
1.58000004291534,1.58000004291534,0,4.28999996185303,0,0,1,6
1.60000002384186,1.60000002384186,1,3.51999998092651,0,1,0,0
1.62000000476837,1.62000000476837,1,4.28999996185303,28.9999980926514,0,4,57
1.62000000476837,1.62000000476837,1,4.28999996185303,3.99999904632568,0,0,0
1.62999999523163,1.62999999523163,0,4.28999996185303,144,0,12,100
1.62999999523163,1.62999999523163,0,3.6800000667572,0,1,3,12
1.62999999523163,1.62999999523163,1,4.28999996185303,49.9999809265137,0,1,1
1.64999997615814,1.64999997615814,0,4.53999996185303,54.9999923706055,1,1,6
1.67999994754791,1.67999994754791,0,3.83999991416931,136.999984741211,1,6,75
1.67999994754791,1.67999994754791,0,1.51999998092651,3.99999904632568,0,2,1
1.70000004768372,1.70000004768372,0,3.15000009536743,15,1,3,19
1.70000004768372,1.70000004768372,1,2.39000010490417,27,0,1,1
1.72000002861023,1.72000002861023,0,1.74000000953674,9,0,1,0
1.74000000953674,1.74000000953674,0,2.96000003814697,1.99999988079071,0,2,9
1.75,1.75,1,2.1800000667572,4.99999809265137,1,1,1
1.78999996185303,1.78999996185303,0,1.86000001430511,49.9999809265137,0,4,21
1.79999995231628,1.79999995231628,0,1.67999994754791,28,1,2,5
1.83000004291534,1.83000004291534,0,4.34000015258789,51.9999923706055,0,2,37
1.83000004291534,1.83000004291534,1,2.72000002861023,12.9999990463257,1,4,70
1.8400000333786,1.8400000333786,0,4.32000017166138,13.9999980926514,1,9,66
1.8400000333786,1.8400000333786,0,3.83999991416931,0.999999940395355,1,1,0
1.8400000333786,1.8400000333786,1,4,240.999984741211,1,1,0
1.8400000333786,1.8400000333786,1,3.35999989509583,84,1,2,13
1.8400000333786,1.8400000333786,0,1.41999995708466,0,0,0,0
1.8400000333786,1.8400000333786,1,4.28999996185303,19,0,0,0
1.86000001430511,1.86000001430511,0,2.5,19,1,6,56
1.87999999523163,1.87999999523163,0,3.51999998092651,33,1,5,54
1.88999998569489,1.88999998569489,0,4.28999996185303,88.9999847412109,1,4,43
1.88999998569489,1.88999998569489,1,3.40000009536743,21,0,1,12
1.89999997615814,1.89999997615814,0,3.15000009536743,3,0,5,34
1.89999997615814,1.89999997615814,1,2.11999988555908,3,1,1,1
1.89999997615814,1.89999997615814,0,3.53999996185303,202.999969482422,1,5,71
1.89999997615814,1.89999997615814,1,4.53999996185303,231.999984741211,0,1,2
1.9099999666214,1.9099999666214,0,2.53999996185303,3.99999904632568,0,0,0
1.94000005722046,1.94000005722046,1,1.9099999666214,0.999999940395355,1,1,18
1.94000005722046,1.94000005722046,0,3.35999989509583,30.9999904632568,1,1,4
1.94000005722046,1.94000005722046,1,3.6800000667572,19,1,3,65
1.94000005722046,1.94000005722046,0,4.53999996185303,1.99999988079071,1,5,37
1.94000005722046,1.94000005722046,0,1.94000005722046,13.9999980926514,1,2,21
1.94000005722046,1.94000005722046,0,1.80999994277954,7.99999809265137,0,4,18
1.94000005722046,1.94000005722046,0,2.10999989509583,9.99999904632568,1,1,15
1.94000005722046,1.94000005722046,0,3.83999991416931,6,1,0,0
1.94000005722046,1.94000005722046,0,4.28999996185303,4.99999809265137,0,0,0
1.94000005722046,1.94000005722046,0,1.80999994277954,0,0,1,4
1.95000004768372,1.95000004768372,0,3.42000007629395,9.99999904632568,0,2,12
1.96000003814697,1.96000003814697,0,2.14000010490417,0.999999940395355,1,0,0
1.97000002861023,1.97000002861023,0,3.40000009536743,15.9999990463257,0,1,7
1.98000001907349,1.98000001907349,0,1.75,12,1,3,45
1.99000000953674,1.99000000953674,0,1.62999999523163,28.9999980926514,1,6,51
2,2,1,4.6399998664856,288,1,2,11
2.01999998092651,2.01999998092651,0,3.35999989509583,10.9999980926514,1,2,19
2.01999998092651,2.01999998092651,0,3.58999991416931,48.9999923706055,0,0,0
2.02999997138977,2.02999997138977,1,3.20000004768372,22.9999980926514,1,4,48
2.09999990463257,2.09999990463257,0,2.09999990463257,144,1,1,3
2.09999990463257,2.09999990463257,0,2.50999999046326,12.9999990463257,0,0,0
2.09999990463257,2.09999990463257,1,2.04999995231628,0,0,2,5
2.09999990463257,2.09999990463257,0,3.83999991416931,18,1,0,0
2.09999990463257,2.09999990463257,0,3.61999988555908,30,1,7,42
2.10999989509583,2.10999989509583,0,2.25999999046326,10.9999980926514,0,3,3
2.10999989509583,2.10999989509583,0,3.35999989509583,90,1,6,74
2.10999989509583,2.10999989509583,0,2.5,0,1,4,42
2.10999989509583,2.10999989509583,0,4.15999984741211,57,1,4,24
2.10999989509583,2.10999989509583,0,1.67999994754791,58.9999809265137,1,4,9
2.10999989509583,2.10999989509583,0,3.41000008583069,66,1,7,86
2.10999989509583,2.10999989509583,0,2.10999989509583,10.9999980926514,1,7,22
2.10999989509583,2.10999989509583,0,1.62999999523163,1.99999988079071,1,6,46
2.11999988555908,2.11999988555908,1,4.6399998664856,303.999877929687,1,2,60
2.11999988555908,2.11999988555908,1,1.52999997138977,9,1,1,1
2.11999988555908,2.11999988555908,0,4.34000015258789,115.999984741211,0,6,26
2.13000011444092,2.13000011444092,0,4.28999996185303,13.9999980926514,0,2,6
2.13000011444092,2.13000011444092,1,2.13000011444092,7.99999809265137,1,1,7
2.15000009536743,2.15000009536743,0,2.20000004768372,0,0,0,0
2.15000009536743,2.15000009536743,0,3.53999996185303,102.999984741211,1,0,0
2.15000009536743,2.15000009536743,1,4.48000001907349,72.9999923706055,1,3,51
2.15000009536743,2.15000009536743,1,3.51999998092651,25.9999980926514,1,0,0
2.16000008583069,2.16000008583069,0,2.25999999046326,0.999999940395355,0,1,1
2.16000008583069,2.16000008583069,0,2.09999990463257,0,0,0,0
2.16000008583069,2.16000008583069,0,1.79999995231628,16.9999980926514,1,5,12
2.20000004768372,2.20000004768372,1,4.34000015258789,54.9999923706055,1,0,0
2.20000004768372,2.20000004768372,1,2.96000003814697,0,0,0,0
2.20000004768372,2.20000004768372,0,2.96000003814697,0,1,3,24
2.22000002861023,2.22000002861023,0,2.86999988555908,139.999984741211,1,2,13
2.23000001907349,2.23000001907349,0,2.23000001907349,6.99999904632568,1,3,105
2.24000000953674,2.24000000953674,0,2.24000000953674,0,1,2,2
2.24000000953674,2.24000000953674,0,3.20000004768372,39,1,3,18
2.27999997138977,2.27999997138977,1,1.94000005722046,15.9999990463257,1,2,48
2.27999997138977,2.27999997138977,1,4.28999996185303,36,1,0,0
2.29999995231628,2.29999995231628,0,3.69000005722046,339,0,3,123
2.29999995231628,2.29999995231628,1,3.20000004768372,9.99999904632568,1,1,6
2.29999995231628,2.29999995231628,0,3.83999991416931,9,1,0,0
2.29999995231628,2.29999995231628,0,4.48000001907349,35.0000076293945,1,3,5
2.3199999332428,2.3199999332428,1,1.95000004768372,3.99999904632568,0,1,4
2.34999990463257,2.34999990463257,0,3.40000009536743,41.0000076293945,0,0,0
2.35999989509583,2.35999989509583,1,2.35999989509583,84.9999923706055,1,5,81
2.35999989509583,2.35999989509583,0,2.21000003814697,6.99999904632568,0,0,0
2.35999989509583,2.35999989509583,1,3.6800000667572,84.9999923706055,1,4,54
2.35999989509583,2.35999989509583,0,4.32000017166138,79.9999847412109,1,5,47
2.36999988555908,2.36999988555908,0,2.11999988555908,0,0,0,0
2.39000010490417,2.39000010490417,1,4.28999996185303,6,0,2,4
2.39000010490417,2.39000010490417,0,3.92000007629395,3,1,3,7
2.40000009536743,2.40000009536743,0,2.15000009536743,48,0,1,14
2.40000009536743,2.40000009536743,0,2.21000003814697,1.99999988079071,0,0,0
2.40000009536743,2.40000009536743,0,4.15999984741211,90.9999923706055,1,1,20
2.40000009536743,2.40000009536743,0,3.51999998092651,3,1,2,23
2.41000008583069,2.41000008583069,1,2.39000010490417,12,0,0,0
2.47000002861023,2.47000002861023,1,2.5,54,1,1,2
2.47000002861023,2.47000002861023,1,2.55999994277954,30,1,3,14
2.47000002861023,2.47000002861023,1,4.28999996185303,21,0,2,12
2.47000002861023,2.47000002861023,0,4.48000001907349,63,1,1,5
2.49000000953674,2.49000000953674,0,1.75,6,1,2,19
2.5,2.5,1,2.5,204,1,2,26
2.5,2.5,0,4.28999996185303,61.9999809265137,1,4,23
2.50999999046326,2.50999999046326,1,3.41000008583069,12,1,2,3
2.51999998092651,2.51999998092651,0,3.20000004768372,78,1,8,149
2.51999998092651,2.51999998092651,0,3.58999991416931,36.9999923706055,1,4,57
2.51999998092651,2.51999998092651,1,4.32000017166138,51.9999923706055,1,1,2
2.51999998092651,2.51999998092651,0,4.61999988555908,136.999984741211,1,0,0
2.51999998092651,2.51999998092651,0,4,49.9999809265137,1,4,32
2.51999998092651,2.51999998092651,1,2.51999998092651,3,1,0,0
2.55999994277954,2.55999994277954,0,2,6,0,0,0
2.55999994277954,2.55999994277954,0,2.09999990463257,0,0,0,0
2.55999994277954,2.55999994277954,0,3.83999991416931,13.9999980926514,1,7,78
2.55999994277954,2.55999994277954,0,3.20000004768372,42.9999923706055,1,4,28
2.55999994277954,2.55999994277954,0,4.28999996185303,18,1,2,26
2.55999994277954,2.55999994277954,0,3.83999991416931,39,1,3,43
2.55999994277954,2.55999994277954,1,2.54999995231628,0,0,0,0
2.55999994277954,2.55999994277954,0,2.3199999332428,22,0,1,2
2.55999994277954,2.55999994277954,0,2.55999994277954,0,1,1,2
2.55999994277954,2.55999994277954,0,3.35999989509583,45.9999923706055,1,3,21
2.55999994277954,2.55999994277954,0,4.15999984741211,202.999969482422,1,0,0
2.55999994277954,2.55999994277954,0,2,94.9999847412109,1,1,3
2.55999994277954,2.55999994277954,1,3.35999989509583,66.9999923706055,1,1,7
2.55999994277954,2.55999994277954,1,2.55999994277954,36.9999923706055,1,4,20
2.55999994277954,2.55999994277954,0,4.28999996185303,48,0,0,0
2.55999994277954,2.55999994277954,1,2.57999992370605,0,0,2,1
2.55999994277954,2.55999994277954,0,3.03999996185303,82.9999847412109,1,1,4
2.55999994277954,2.55999994277954,1,2.55999994277954,19,1,5,46
2.55999994277954,2.55999994277954,0,2.55999994277954,13.9999980926514,1,1,5
2.55999994277954,2.55999994277954,0,2.35999989509583,33,1,2,13
2.55999994277954,2.55999994277954,1,2.39000010490417,57,1,4,11
2.55999994277954,2.55999994277954,1,3.58999991416931,0.999999940395355,1,0,0
2.55999994277954,2.55999994277954,1,3.19000005722046,3.99999904632568,0,1,0
2.72000002861023,2.72000002861023,1,2.39000010490417,60.9999923706055,0,0,0
2.72000002861023,2.72000002861023,1,2.72000002861023,79.9999847412109,1,3,13
2.72000002861023,2.72000002861023,0,3.51999998092651,15.9999990463257,1,1,0
2.72000002861023,2.72000002861023,0,2.51999998092651,3.99999904632568,1,3,11
2.72000002861023,2.72000002861023,1,2.11999988555908,9,0,0,0
2.72000002861023,2.72000002861023,1,4.53999996185303,283.999969482422,0,2,22
2.72000002861023,2.72000002861023,0,4.53999996185303,231.999984741211,0,3,24
2.72000002861023,2.72000002861023,1,2.54999995231628,126,0,2,23
2.72000002861023,2.72000002861023,0,3.35999989509583,36.9999923706055,1,2,30
2.72000002861023,2.72000002861023,0,2.82999992370605,0.999999940395355,0,2,15
2.72000002861023,2.72000002861023,0,2.35999989509583,12,1,1,2
2.72000002861023,2.72000002861023,0,3.69000005722046,44.0000076293945,1,3,66
2.72000002861023,2.72000002861023,0,2.55999994277954,54.9999923706055,1,5,47
2.72000002861023,2.72000002861023,0,4.28999996185303,0,0,1,7
2.72000002861023,2.72000002861023,0,4.48000001907349,87.9999923706055,1,4,21
2.72000002861023,2.72000002861023,0,4.28999996185303,0,0,0,0
2.72000002861023,2.72000002861023,0,2.75999999046326,10.9999980926514,0,2,2
2.72000002861023,2.72000002861023,1,2.72000002861023,0,1,4,30
2.72000002861023,2.72000002861023,1,4.61999988555908,109.999984741211,1,3,34
2.88000011444092,2.88000011444092,1,2.51999998092651,9.99999904632568,1,2,10
2.88000011444092,2.88000011444092,0,2.88000011444092,1.99999988079071,1,4,9
2.88000011444092,2.88000011444092,1,2.25999999046326,6,1,3,15
2.88000011444092,2.88000011444092,0,1.80999994277954,232.999969482422,1,4,22
2.88000011444092,2.88000011444092,1,2.88000011444092,175.999984741211,1,3,18
2.88000011444092,2.88000011444092,1,2.57999992370605,16.9999980926514,0,5,30
2.88000011444092,2.88000011444092,0,4.53999996185303,75.9999923706055,1,2,10
2.88000011444092,2.88000011444092,0,3.47000002861023,4.99999809265137,1,2,1
2.88000011444092,2.88000011444092,0,2.53999996185303,6.99999904632568,0,1,2
2.88000011444092,2.88000011444092,0,4.25,177.999984741211,1,4,65
2.88000011444092,2.88000011444092,0,4.53999996185303,238.999969482422,1,4,48
3.03999996185303,3.03999996185303,0,4.28999996185303,45.9999923706055,1,4,25
3.03999996185303,3.03999996185303,1,3.35999989509583,52.9999809265137,1,6,66
3.03999996185303,3.03999996185303,0,3.92000007629395,0,0,1,1
3.03999996185303,3.03999996185303,1,4.48000001907349,12,1,4,65
3.03999996185303,3.03999996185303,1,4,25.9999980926514,1,0,0
3.03999996185303,3.03999996185303,1,4.15999984741211,30,1,10,113
3.03999996185303,3.03999996185303,1,4,1.99999988079071,1,1,0
3.03999996185303,3.03999996185303,0,2.96000003814697,84,0,2,0
3.03999996185303,3.03999996185303,0,2.15000009536743,9,0,0,0
3.03999996185303,3.03999996185303,0,3.35999989509583,3,1,0,0
3.03999996185303,3.03999996185303,0,3.53999996185303,114,1,6,83
3.03999996185303,3.03999996185303,1,3.03999996185303,44.0000076293945,1,2,29
3.03999996185303,3.03999996185303,1,4.53999996185303,64.9999847412109,0,1,6
3.03999996185303,3.03999996185303,0,4.61999988555908,63,1,1,20
3.03999996185303,3.03999996185303,0,3.51999998092651,45,1,3,20
3.03999996185303,3.03999996185303,1,4.32000017166138,168.999984741211,1,2,15
3.03999996185303,3.03999996185303,1,2.5,22.9999980926514,1,7,163
3.03999996185303,3.03999996185303,0,3.47000002861023,0,1,4,203
3.03999996185303,3.03999996185303,0,4.28999996185303,88.9999847412109,0,4,107
3.03999996185303,3.03999996185303,0,3.19000005722046,58.9999809265137,1,2,3
3.03999996185303,3.03999996185303,0,4.48000001907349,7.99999809265137,1,1,1
3.03999996185303,3.03999996185303,0,3.61999988555908,28,0,3,3
3.03999996185303,3.03999996185303,0,3.51999998092651,3,1,1,4
3.03999996185303,3.03999996185303,0,3.03999996185303,19.9999980926514,1,0,0
3.20000004768372,3.20000004768372,1,4,12.9999990463257,1,2,30
3.20000004768372,3.20000004768372,1,3.20000004768372,39,1,2,27
3.20000004768372,3.20000004768372,0,4.28999996185303,91.9999847412109,0,4,4
3.20000004768372,3.20000004768372,0,3.20000004768372,3,1,7,33
3.20000004768372,3.20000004768372,1,3.20000004768372,3.99999904632568,1,3,8
3.20000004768372,3.20000004768372,0,4.1399998664856,277,0,0,0
3.20000004768372,3.20000004768372,1,4.15999984741211,25.9999980926514,1,3,39
3.20000004768372,3.20000004768372,0,3.03999996185303,3,1,6,48
3.20000004768372,3.20000004768372,0,4.32000017166138,44.0000076293945,1,3,47
3.20000004768372,3.20000004768372,0,4.28999996185303,10.9999980926514,0,1,0
3.20000004768372,3.20000004768372,0,2.75999999046326,19,1,6,27
3.20000004768372,3.20000004768372,0,4.15999984741211,55.9999809265137,1,2,22
3.20000004768372,3.20000004768372,1,3.03999996185303,28,1,3,58
3.20000004768372,3.20000004768372,0,3.51999998092651,0,1,5,71
3.20000004768372,3.20000004768372,0,2.85999989509583,30.9999904632568,0,0,0
3.20000004768372,3.20000004768372,1,2.85999989509583,0,0,2,14
3.20000004768372,3.20000004768372,0,4.28999996185303,39,1,4,140
3.35999989509583,3.35999989509583,0,4.53999996185303,1.99999988079071,0,2,0
3.35999989509583,3.35999989509583,0,3.51999998092651,147,1,4,35
3.35999989509583,3.35999989509583,0,3.40000009536743,41.0000076293945,0,1,10
3.35999989509583,3.35999989509583,0,3.35999989509583,63.9999923706055,1,3,33
3.35999989509583,3.35999989509583,0,4.6399998664856,61.9999809265137,1,5,67
3.35999989509583,3.35999989509583,1,1.27999997138977,3.99999904632568,1,1,32
3.35999989509583,3.35999989509583,0,3.35999989509583,9,1,2,10
3.35999989509583,3.35999989509583,0,3.35999989509583,154.999984741211,1,5,23
3.35999989509583,3.35999989509583,1,3.20000004768372,16.9999980926514,1,5,38
3.35999989509583,3.35999989509583,0,3.35999989509583,67.9999847412109,1,6,57
3.35999989509583,3.35999989509583,0,3.35999989509583,0,1,6,15
3.35999989509583,3.35999989509583,0,3.69000005722046,175.999984741211,0,4,31
3.35999989509583,3.35999989509583,0,3.47000002861023,44.0000076293945,0,3,18
3.35999989509583,3.35999989509583,1,3.35999989509583,198,1,2,5
3.35999989509583,3.35999989509583,0,4.6399998664856,13.9999980926514,1,2,17
3.35999989509583,3.35999989509583,0,2.82999992370605,27,0,1,9
3.35999989509583,3.35999989509583,0,3.51999998092651,123,1,2,13
3.35999989509583,3.35999989509583,0,3.35999989509583,0,1,18,201
3.51999998092651,3.51999998092651,1,2.86999988555908,36,0,1,18
3.51999998092651,3.51999998092651,0,4.6399998664856,51.9999923706055,1,2,33
3.51999998092651,3.51999998092651,0,3.51999998092651,196.999969482422,1,1,36
3.51999998092651,3.51999998092651,0,3.40000009536743,33,1,2,35
3.51999998092651,3.51999998092651,0,3.35999989509583,123.999984741211,1,4,27
3.51999998092651,3.51999998092651,1,3.51999998092651,19.9999980926514,1,3,55
3.51999998092651,3.51999998092651,0,3.83999991416931,41.0000076293945,1,0,0
3.51999998092651,3.51999998092651,0,3.69000005722046,28.9999980926514,0,2,18
3.51999998092651,3.51999998092651,1,3.51999998092651,216,1,5,64
3.51999998092651,3.51999998092651,1,3.51999998092651,0,1,7,11
3.51999998092651,3.51999998092651,0,4.6399998664856,232.999969482422,1,3,49
3.51999998092651,3.51999998092651,1,4.32000017166138,9,1,4,146
3.51999998092651,3.51999998092651,1,2.39000010490417,0,0,0,0
3.51999998092651,3.51999998092651,0,4.48000001907349,63.9999923706055,1,10,120
3.51999998092651,3.51999998092651,0,3.51999998092651,0,1,0,0
3.51999998092651,3.51999998092651,0,3.51999998092651,531.999877929688,1,1,1
3.51999998092651,3.51999998092651,1,3.51999998092651,12.9999990463257,1,1,1
3.51999998092651,3.51999998092651,1,3.51999998092651,90.9999923706055,1,0,0
3.6800000667572,3.6800000667572,0,3.58999991416931,9.99999904632568,1,5,14
3.6800000667572,3.6800000667572,0,3.51999998092651,16.9999980926514,1,4,48
3.6800000667572,3.6800000667572,1,3.35999989509583,41.0000076293945,1,2,48
3.6800000667572,3.6800000667572,0,2.50999999046326,69.9999923706055,1,4,41
3.6800000667572,3.6800000667572,1,3.35999989509583,24,1,2,5
3.6800000667572,3.6800000667572,1,2.85999989509583,19.9999980926514,0,0,0
3.6800000667572,3.6800000667572,1,3.6800000667572,19,1,4,36
3.6800000667572,3.6800000667572,0,4.32000017166138,30.9999904632568,1,4,65
3.6800000667572,3.6800000667572,1,3.3199999332428,58.9999809265137,1,2,45
3.6800000667572,3.6800000667572,1,4.53999996185303,88.9999847412109,1,3,19
3.6800000667572,3.6800000667572,0,4.32000017166138,51.9999923706055,1,1,13
3.6800000667572,3.6800000667572,1,3.6800000667572,22,1,5,100
3.83999991416931,3.83999991416931,0,4.28999996185303,73.9999847412109,0,2,6
3.83999991416931,3.83999991416931,0,3.83999991416931,36.9999923706055,1,15,169
3.83999991416931,3.83999991416931,0,4.28999996185303,0,0,1,1
3.83999991416931,3.83999991416931,0,4.6399998664856,15,1,1,5
3.83999991416931,3.83999991416931,0,4.28999996185303,9,0,1,5
3.83999991416931,3.83999991416931,1,4.28999996185303,12,0,3,34
3.83999991416931,3.83999991416931,0,4.15999984741211,144,1,2,59
4,4,1,4,15,1,0,0
4,4,0,4,93.9999923706055,1,1,7
4,4,1,3.6800000667572,3,1,1,3
4.15999984741211,4.15999984741211,1,4.61999988555908,0,1,4,201
4.32000017166138,4.32000017166138,0,4.1399998664856,141.999984741211,1,4,24
4.32000017166138,4.32000017166138,1,4.53999996185303,33,0,2,0
4.48000001907349,4.48000001907349,0,4.32000017166138,258,1,4,32
4.48000001907349,4.48000001907349,0,4.61999988555908,136.999984741211,0,4,55
4.48000001907349,4.48000001907349,0,3.58999991416931,19.9999980926514,1,0,0
4.6399998664856,4.6399998664856,0,4.6399998664856,87.9999923706055,1,5,88
4.6399998664856,4.6399998664856,0,4.34000015258789,150,0,7,154
4.6399998664856,4.6399998664856,0,4.6399998664856,145.999984741211,1,1,5
4.6399998664856,4.6399998664856,0,4.6399998664856,85.9999847412109,1,3,23
4.80000019073486,4.80000019073486,1,4.80000019073486,162.999984741211,1,8,63
